ACCIDENT REF,BOROUGH,BORO,EASTING,NORTHING,CREFNO,CASUALTY CLASS,CASUALTY SEX,CASUALTY AGE (BANDED),CASUALTY AGE,NO. OF CASUALTIES,CASUALTY SEVERITY,PED LOCATION,PED MOVEMENT,MODE OF TRAVEL,ACCIDENT DATE
1190157607,GREENWICH,6,540670,174716,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/15
1190157619,REDBRIDGE,14,544226,189621,1,3 PEDESTRIAN,2 FEMALE,60+,71,1,2,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/15
1190157637,WESTMINSTER,1,525197,182506,1,3 PEDESTRIAN,2 FEMALE,25-59,38,1,1,08 IN CENTRE OF CARRIAGEWAY,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/15
1190157652,BARNET,30,522818,189219,1,3 PEDESTRIAN,2 FEMALE,16-24,19,1,2,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/15
1190157663,LEWISHAM,7,535680,172365,1,3 PEDESTRIAN,2 FEMALE,25-59,36,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/15
1190157685,BEXLEY,18,547301,175639,1,3 PEDESTRIAN,2 FEMALE,25-59,54,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/15
1190157711,WALTHAM FOREST,13,538219,188515,1,3 PEDESTRIAN,2 FEMALE,25-59,46,1,1,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/15
1190157716,TOWER HAMLETS,5,536277,182417,2,3 PEDESTRIAN,1 MALE,25-59,51,2,2,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/15
1190157720,HAMMERSMITH & FULHAM,11,523549,179906,2,3 PEDESTRIAN,1 MALE,25-59,49,2,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/15
1190157732,LAMBETH,9,528956,175218,2,3 PEDESTRIAN,2 FEMALE,0-15,13,2,1,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/1/15
1190157752,HAMMERSMITH & FULHAM,11,522716,179485,1,3 PEDESTRIAN,2 FEMALE,0-15,9,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157778,HACKNEY,4,533274,182360,1,3 PEDESTRIAN,1 MALE,25-59,32,2,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/16
1190157781,KENSINGTON & CHELSEA,12,526240,178910,1,3 PEDESTRIAN,2 FEMALE,16-24,19,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/16
1190157784,BRENT,28,523203,184178,1,3 PEDESTRIAN,1 MALE,25-59,34,1,1,01 CROSSING ROAD ON PED XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/16
1190157785,BARNET,30,519578,192810,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/16
1190157786,MERTON,22,522779,168698,1,3 PEDESTRIAN,1 MALE,0-15,13,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/11
1190157802,HACKNEY,4,534823,184823,1,3 PEDESTRIAN,1 MALE,60+,64,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/16
1190157807,BARNET,30,525063,186453,1,3 PEDESTRIAN,2 FEMALE,25-59,35,1,2,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157832,WALTHAM FOREST,13,536687,189011,1,3 PEDESTRIAN,1 MALE,60+,62,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157843,WESTMINSTER,1,528381,178473,1,3 PEDESTRIAN,2 FEMALE,60+,77,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157851,SOUTHWARK,8,531891,180222,1,3 PEDESTRIAN,2 FEMALE,60+,71,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157852,SOUTHWARK,8,534008,177412,1,3 PEDESTRIAN,2 FEMALE,60+,76,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157862,BRENT,28,521503,183602,1,3 PEDESTRIAN,1 MALE,0-15,12,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/16
1190157866,ISLINGTON,3,531148,182295,1,3 PEDESTRIAN,2 FEMALE,25-59,58,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/16
1190157885,CROYDON,20,532456,166737,1,3 PEDESTRIAN,1 MALE,25-59,35,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/16
1190157888,EALING,27,514216,182318,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,1,04 CROSSING ROAD WITHIN 50M XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/16
1190157943,CROYDON,20,531274,161631,1,3 PEDESTRIAN,1 MALE,60+,72,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/17
1190157945,HILLINGDON,26,507584,181931,1,3 PEDESTRIAN,2 FEMALE,16-24,17,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190157961,BRENT,28,516733,185481,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190157969,BARNET,30,525289,190807,1,3 PEDESTRIAN,1 MALE,16-24,22,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190157992,CROYDON,20,531156,161450,1,3 PEDESTRIAN,2 FEMALE,16-24,18,1,1,08 IN CENTRE OF CARRIAGEWAY,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/16
1190158017,HAMMERSMITH & FULHAM,11,522605,180545,1,3 PEDESTRIAN,2 FEMALE,0-15,8,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190158021,BRENT,28,516570,188201,1,3 PEDESTRIAN,1 MALE,16-24,18,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190158050,WESTMINSTER,1,528281,179307,1,3 PEDESTRIAN,2 FEMALE,0-15,5,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190158074,HOUNSLOW,25,512934,177535,1,3 PEDESTRIAN,1 MALE,0-15,3,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190158076,CROYDON,20,533347,165751,1,3 PEDESTRIAN,1 MALE,0-15,14,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/17
1190158090,BROMLEY,19,546972,166416,1,3 PEDESTRIAN,2 FEMALE,25-59,26,3,1,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/17
1190158090,BROMLEY,19,546972,166416,2,3 PEDESTRIAN,2 FEMALE,0-15,3,3,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/17
1190158090,BROMLEY,19,546972,166416,3,3 PEDESTRIAN,2 FEMALE,0-15,2,3,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/17
1190158108,HAMMERSMITH & FULHAM,11,523983,178706,1,3 PEDESTRIAN,2 FEMALE,25-59,53,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/17
1190158109,HACKNEY,4,534960,184857,1,3 PEDESTRIAN,1 MALE,25-59,51,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/17
1190158113,LAMBETH,9,529086,173874,1,3 PEDESTRIAN,1 MALE,0-15,6,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/17
1190158127,LEWISHAM,7,537689,173557,1,3 PEDESTRIAN,1 MALE,16-24,20,1,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/17
1190158160,CAMDEN,2,529949,182713,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158187,CAMDEN,2,530609,181281,1,3 PEDESTRIAN,2 FEMALE,16-24,20,1,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/18
1190158193,REDBRIDGE,14,541742,191263,1,3 PEDESTRIAN,2 FEMALE,0-15,2,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/15
1190158194,BROMLEY,19,536987,167676,1,3 PEDESTRIAN,2 FEMALE,25-59,33,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/18
1190158199,CROYDON,20,532024,167761,1,3 PEDESTRIAN,2 FEMALE,16-24,22,2,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158199,CROYDON,20,532024,167761,2,3 PEDESTRIAN,1 MALE,0-15,9,2,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158208,HARROW,29,515486,189508,1,3 PEDESTRIAN,1 MALE,25-59,45,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158213,HAVERING,15,550236,190083,1,3 PEDESTRIAN,2 FEMALE,0-15,10,2,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/18
1190158213,HAVERING,15,550236,190083,2,3 PEDESTRIAN,2 FEMALE,0-15,8,2,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/18
1190158221,CROYDON,20,533327,170695,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158223,BARNET,30,527183,195366,1,3 PEDESTRIAN,2 FEMALE,25-59,50,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/18
1190158243,LAMBETH,9,529504,175339,1,3 PEDESTRIAN,1 MALE,25-59,49,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158281,ENFIELD,32,535356,193839,1,3 PEDESTRIAN,2 FEMALE,25-59,30,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158284,HAVERING,15,554041,187017,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/18
1190158290,BARKING & DAGENHAM,16,549516,186913,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/18
1190158291,WANDSWORTH,10,522538,173682,1,3 PEDESTRIAN,2 FEMALE,25-59,45,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/18
1190158326,KENSINGTON & CHELSEA,12,523772,182251,1,3 PEDESTRIAN,2 FEMALE,25-59,28,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/19
1190158344,HAVERING,15,552046,183336,1,3 PEDESTRIAN,2 FEMALE,25-59,34,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/19
1190158345,WANDSWORTH,10,528530,173369,1,3 PEDESTRIAN,2 FEMALE,25-59,58,1,1,08 IN CENTRE OF CARRIAGEWAY,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/19
1190158355,KINGSTON-UPON-THAMES,23,518074,164441,1,3 PEDESTRIAN,2 FEMALE,16-24,18,1,1,08 IN CENTRE OF CARRIAGEWAY,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/19
1190158359,WALTHAM FOREST,13,537287,187771,1,3 PEDESTRIAN,2 FEMALE,60+,61,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/19
1190158367,KINGSTON-UPON-THAMES,23,520029,166098,1,3 PEDESTRIAN,2 FEMALE,0-15,10,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/19
1190158368,BARNET,30,526382,191903,1,3 PEDESTRIAN,1 MALE,16-24,24,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/19
1190158389,HAVERING,15,553965,186289,1,3 PEDESTRIAN,1 MALE,60+,76,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/19
1190158392,WESTMINSTER,1,527647,181997,1,3 PEDESTRIAN,1 MALE,25-59,31,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/19
1190158400,HARINGEY,31,531530,189616,1,3 PEDESTRIAN,1 MALE,25-59,49,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/19
1190158408,HAMMERSMITH & FULHAM,11,523398,178623,1,3 PEDESTRIAN,1 MALE,60+,61,1,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/19
1190158409,HILLINGDON,26,510194,180308,1,3 PEDESTRIAN,1 MALE,25-59,27,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/19
1190158415,ENFIELD,32,534098,192275,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/19
1190158419,LAMBETH,9,530631,172238,1,3 PEDESTRIAN,1 MALE,0-15,12,1,2,04 CROSSING ROAD WITHIN 50M XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/19
1190158421,WANDSWORTH,10,525381,173179,1,3 PEDESTRIAN,2 FEMALE,25-59,41,1,2,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/19
1190158439,BEXLEY,18,551285,174992,1,3 PEDESTRIAN,1 MALE,25-59,49,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/20
1190158470,HARROW,29,514200,188373,1,3 PEDESTRIAN,1 MALE,0-15,4,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/20
1190158481,RICHMOND-UPON-THAMES,24,519984,171291,1,3 PEDESTRIAN,2 FEMALE,16-24,18,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/20
1190158484,ISLINGTON,3,529530,185391,1,3 PEDESTRIAN,2 FEMALE,16-24,18,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/20
1190158488,BRENT,28,523114,185177,1,3 PEDESTRIAN,1 MALE,0-15,14,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/20
1190158497,NEWHAM,17,540843,182703,1,3 PEDESTRIAN,2 FEMALE,60+,62,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/11
1190158500,ENFIELD,32,534090,192118,1,3 PEDESTRIAN,1 MALE,25-59,55,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/20
1190158501,ISLINGTON,3,531306,185172,1,3 PEDESTRIAN,1 MALE,0-15,14,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/20
1190158522,WESTMINSTER,1,528076,180578,2,3 PEDESTRIAN,1 MALE,25-59,38,2,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/20
1190158539,NEWHAM,17,542037,183401,1,3 PEDESTRIAN,2 FEMALE,25-59,56,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/7
1190158608,HAVERING,15,553951,190676,1,3 PEDESTRIAN,1 MALE,25-59,33,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/21
1190158616,BROMLEY,19,543728,170990,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/12
1190158657,TOWER HAMLETS,5,536556,181174,1,3 PEDESTRIAN,1 MALE,25-59,45,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/21
1190158665,CROYDON,20,532381,166945,1,3 PEDESTRIAN,2 FEMALE,0-15,10,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/21
1190158673,WESTMINSTER,1,529140,181092,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,1,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/21
1190158694,CAMDEN,2,529754,182590,1,3 PEDESTRIAN,1 MALE,25-59,33,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/21
1190158695,CROYDON,20,532187,166811,1,3 PEDESTRIAN,2 FEMALE,16-24,17,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/21
1190158700,HOUNSLOW,25,513760,175516,1,3 PEDESTRIAN,1 MALE,0-15,15,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/21
1190158721,HILLINGDON,26,509761,179956,1,3 PEDESTRIAN,2 FEMALE,0-15,11,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/16
1190158725,KENSINGTON & CHELSEA,12,526804,178840,1,3 PEDESTRIAN,1 MALE,25-59,27,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/19
1190158731,LAMBETH,9,530513,172373,1,3 PEDESTRIAN,2 FEMALE,25-59,43,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/21
1190158753,WESTMINSTER,1,529264,181280,1,3 PEDESTRIAN,1 MALE,25-59,38,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158759,BARNET,30,523762,196415,1,3 PEDESTRIAN,2 FEMALE,25-59,33,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158780,EALING,27,516481,180389,1,3 PEDESTRIAN,2 FEMALE,25-59,43,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/22
1190158794,RICHMOND-UPON-THAMES,24,517289,169628,1,3 PEDESTRIAN,1 MALE,25-59,45,1,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/1/22
1190158844,BEXLEY,18,549261,178373,1,3 PEDESTRIAN,2 FEMALE,60+,80,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/21
1190158845,REDBRIDGE,14,540445,190252,1,3 PEDESTRIAN,2 FEMALE,25-59,58,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158846,BROMLEY,19,547238,167999,1,3 PEDESTRIAN,2 FEMALE,25-59,33,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/22
1190158855,HAMMERSMITH & FULHAM,11,523600,179809,1,3 PEDESTRIAN,1 MALE,25-59,25,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158876,WESTMINSTER,1,525408,181800,1,3 PEDESTRIAN,1 MALE,25-59,29,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158897,LAMBETH,9,529271,174034,1,3 PEDESTRIAN,2 FEMALE,0-15,12,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/22
1190158898,ENFIELD,32,532334,196645,1,3 PEDESTRIAN,1 MALE,60+,79,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158899,HAMMERSMITH & FULHAM,11,521840,179147,1,3 PEDESTRIAN,1 MALE,25-59,25,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158914,WALTHAM FOREST,13,536934,189761,1,3 PEDESTRIAN,1 MALE,25-59,28,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158916,CAMDEN,2,530000,182261,1,3 PEDESTRIAN,1 MALE,25-59,31,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/22
1190158919,WESTMINSTER,1,524059,182425,1,3 PEDESTRIAN,1 MALE,60+,83,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/22
1190158925,KENSINGTON & CHELSEA,12,523783,181254,1,3 PEDESTRIAN,1 MALE,60+,60,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/22
1190158929,HACKNEY,4,534909,187048,1,3 PEDESTRIAN,2 FEMALE,25-59,50,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/22
1190158930,LEWISHAM,7,535283,173658,1,3 PEDESTRIAN,1 MALE,25-59,38,2,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158930,LEWISHAM,7,535283,173658,2,3 PEDESTRIAN,1 MALE,25-59,47,2,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/22
1190158940,BARNET,30,524200,191187,1,3 PEDESTRIAN,1 MALE,25-59,43,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158945,WESTMINSTER,1,526708,181227,1,3 PEDESTRIAN,2 FEMALE,25-59,32,1,1,04 CROSSING ROAD WITHIN 50M XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/22
1190158971,WALTHAM FOREST,13,537776,189785,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,3,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/22
1190158973,HAMMERSMITH & FULHAM,11,522063,179915,1,3 PEDESTRIAN,1 MALE,16-24,18,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/23
1190158987,HAMMERSMITH & FULHAM,11,525487,177226,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190159015,HILLINGDON,26,510469,180229,1,3 PEDESTRIAN,2 FEMALE,0-15,8,2,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/23
1190159015,HILLINGDON,26,510469,180229,2,3 PEDESTRIAN,2 FEMALE,25-59,38,2,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/23
1190159024,WALTHAM FOREST,13,538403,188651,1,3 PEDESTRIAN,2 FEMALE,0-15,15,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/23
1190159026,BROMLEY,19,546442,169386,1,3 PEDESTRIAN,2 FEMALE,25-59,45,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/23
1190159049,WALTHAM FOREST,13,538991,187512,1,3 PEDESTRIAN,2 FEMALE,25-59,38,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/23
1190159064,BARNET,30,525583,195614,1,3 PEDESTRIAN,2 FEMALE,25-59,59,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/17
1190159073,CAMDEN,2,530790,182304,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/23
1190159077,BARNET,30,521195,190572,1,3 PEDESTRIAN,1 MALE,25-59,30,1,2,05 CROSSING ROAD (NOT ON XING),4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/23
